platform,keyword,comment,label_emotion
TikTok,#kpop,Langsung bikin hidup terasa oke.,1
TikTok,#kpop,Auto senyum 20 menit.,1
TikTok,#kpop,Pas banget buat hari hujan biar cerah.,1
TikTok,#kpop,Reff-nya cheerful banget.,1
TikTok,#kpop,Kayak dapet peluk dari lagu.,1
TikTok,#kpop,Happy virus banget.,1
TikTok,#kpop,Harusnya lagu ini diputer di mall biar semua senang.,1
TikTok,#kpop,Denger 3 detik aja udah tau ini bagus.,1
TikTok,#kpop,Ini lagu kayak good news.,1
TikTok,#kpop,Wajib masuk playlist bahagia.,1
TikTok,#kpop,"Kebahagiaanku sederhana, lagu ini aja.",1
TikTok,#kpop,Bisa-bisanya bikin aku joget di kursi.,1
TikTok,#kpop,Ini happy-core banget.,1
TikTok,#kpop,Bikin lupa kalau hidup capek.,1
TikTok,#kpop,Lagu yang cocok buat senja ceria.,1
TikTok,#kpop,Vibes-nya uplifting parah.,1
TikTok,#kpop,This is serotonin booster.,1
TikTok,#kpop,Setiap notenya tuh sunshine.,1
TikTok,#kpop,Lagu yang bisa nyembuhin mood jelek.,1
TikTok,#kpop,Positif banget auranya.,1
TikTok,#kpop,Ini musik kayak pelukan hangat.,1
TikTok,#kpop,Bahagia kecil tapi nyata.,1
TikTok,#kpop,Lagu yang selalu bikin aku tersenyum.,1
TikTok,#kpop,Cuma musik tapi bikin hati lega.,1
TikTok,#kpop,Vibes “hidup itu lucu dan baik-baik aja kadang”.,1
TikTok,#kpop,Nggak cape-cape replay.,1
TikTok,#kpop,Ajaib banget lagu bisa se-happy ini.,1
TikTok,#kpop,Ini tuh bright energy.,1
TikTok,#kpop,Dengerin ini di perjalanan = perfection.,1
TikTok,#kpop,Mood langsung improve 300%.,1
TikTok,#kpop,Makasih buat lagu yang bikin hari ceria!,1
TikTok,#kpop,Lagu ini bikin hati kerasa kosong banget.,2
TikTok,#kpop,Baru dengar 10 detik udah pengen nangis.,2
TikTok,#kpop,Kenapa lagu sedih selalu muncul pas lagi rapuh ya.,2
TikTok,#kpop,"Reff-nya nusuk parah, gak kuat.",2
TikTok,#kpop,Ini lagu kayak nyeritain apa yang gak bisa aku omongin.,2
TikTok,#kpop,Denger ini berasa dipeluk tapi juga ditinggal.,2
TikTok,#kpop,"Nggak tau kenapa, lagu ini nyakitin dengan cara lembut.",2
TikTok,#kpop,Tiba-tiba kepikiran semua hal yang belum kelar.,2
TikTok,#kpop,Ini lagu kayak buka luka lama.,2
TikTok,#kpop,Nangis tanpa sadar pas bagian ini masuk.,2
TikTok,#kpop,Sumpah suara penyanyinya kayak ngerti rasa sakitku.,2
TikTok,#kpop,Capek tapi tetap dengerin karena relate.,2
TikTok,#kpop,Lagu yang bikin pengen tidur biar lupa semuanya.,2
TikTok,#kpop,Kayak lagi hujan di dalam hati.,2
TikTok,#kpop,"Padahal cuma lagu, tapi rasanya berat banget.",2
TikTok,#kpop,Ini tipe lagu yang cuma bisa didenger pas sendirian.,2
TikTok,#kpop,Bikin nyesek tanpa alasan.,2
TikTok,#kpop,Feel-nya terlalu dekat sama hidupku.,2
TikTok,#kpop,"Sedihnya elegan banget, nyampe ke tulang.",2
TikTok,#kpop,Kenapa sih lagu sedih tuh selalu paling jujur.,2
TikTok,#kpop,Reff-nya bikin kangen orang yang nggak balik.,2
TikTok,#kpop,"Waduh, air mata langsung turun.",2
TikTok,#kpop,Ini lagu bikin hati remuk halus.,2
TikTok,#kpop,Cocok didenger jam 2 pagi pas hidup terasa hancur.,2
TikTok,#kpop,"Jujur, ini terlalu identik sama kisahku.",2
TikTok,#kpop,Lagu ini tuh kayak “semua baik-baik saja” tapi sebenarnya enggak.,2
TikTok,#kpop,Sakit tapi nagih.,2
TikTok,#kpop,Suasana lagunya bikin dada berat.,2
TikTok,#kpop,Kenapa harus ada lagu sebagus dan sesakit ini.,2
TikTok,#kpop,"Andai suara bisa nangis, pasti mirip lagu ini.",2
TikTok,#kpop,Kayak ditemani rasa sedih yang aku pura-pura nggak ada🫰🏻🫰🏻,2
TikTok,#kpop,Bikin inget orang yang udah nggak bisa dihubungi.,2
TikTok,#kpop,"Kasarnya, lagu ini nyayat tapi pelan-pelan.",2
TikTok,#kpop,Denger ini sambil liatin langit aja udah hancur.,2
TikTok,#kpop,"Nyesek tapi nyaman, aneh banget.",2
TikTok,#kpop,Ini lagu kayak pesan terakhir.,2
TikTok,#kpop,Sakitnya rapi banget.,2
TikTok,#kpop,Kayak ditinggal di waktu yang salah.,2
TikTok,#kpop,Intro-nya aja udah bikin mau nangis.,2
TikTok,#kpop,Kok bisa ya musik ngasih rasa sesendu ini.,2
TikTok,#kpop,Reff-nya bikin kangen hal yang gak pernah selesai.,2
YouTube,#kpop,Senandung sedih yang nggak bisa ditolak.,2
TikTok,#kpop,Ini lagu kayak pelan-pelan bilang “gapapa nangis”.,2
TikTok,#kpop,Lagu yang bikin kamu sadar kamu belum move on.,2
TikTok,#kpop,Rasa sesaknya tuh nyata.,2
TikTok,#kpop,Diputar sekali langsung masuk playlist patah hati.,2
TikTok,#kpop,"Ini bukan lagu, ini surat perpisahan.",2
TikTok,#kpop,Kayak ada angin dingin masuk ke dada.,2
TikTok,#kpop,"Sedihnya gak meledak, tapi terus nyetir hati.😭",2
TikTok,#kpop,Tiba-tiba kepikiran semua kehilangan.,2
TikTok,#kpop,Ini lagu bikin ruang kamar terasa lebih sunyi.,2
TikTok,#kpop,Pas bagian ini masuk aku langsung diem.,2
TikTok,#kpop,Gak kuat dengernya tapi gak bisa stop.,2
TikTok,#kpop,Kayak seseorang bilang selamat tinggal tanpa suara.,2
TikTok,#kpop,Lagu ini tuh seperti “aku baik-baik saja” versi bohong.,2
TikTok,#kpop,Bikin nahan napas saking sedihnya.,2
TikTok,#kpop,"Melodinya melow banget, nusuk.",2
TikTok,#kpop,Ini lagu kayak curhat yang nggak selesai-selesai.,2
TikTok,#kpop,Kayak hujan yang jatuhnya pelan tapi nggak berhenti.,2
YouTube,#kpop,Rasanya kayak kehilangan sesuatu yang nggak bisa dijelasin.,2
TikTok,#kpop,Setiap liriknya tuh kayak realita pahit.,2
TikTok,#kpop,Kenangan buruk langsung kebangkit lagi nih. 💗,2
TikTok,#kpop,"Lagu ini bukan cuma sedih, tapi nyentuh banget.",2
TikTok,#kpop,Berasa ditarik balik ke masa yang gak pengen diinget.,2
TikTok,#kpop,Ada luka yang kebuka cuma karena satu lagu.,2
TikTok,#kpop,Ini yang namanya sedih yang manis.,2
TikTok,#kpop,"Yang senyum sambil nangis gara-gara lagu ini, salam.",2
TikTok,#kpop,Kayak ngeliat diri sendiri yang dulu.,2
TikTok,#kpop,Lagu ini bikin aku sadar aku masih sakit.,2
YouTube,#kpop,Reff-nya tuh kayak “kamu akan baik-baik saja” tapi ternyata enggak.,2
YouTube,#kpop,"Suasana redup banget, cocok di malam sunyi.",2
YouTube,#kpop,Sakitnya tuh halus tapi dalem.,2
YouTube,#kpop,Ini lagu kayak nunggu seseorang yang gak bakal balik.,2
YouTube,#kpop,Berasa ditinggal tanpa penjelasan.,2
YouTube,#kpop,"Nyeseknya rapi, gak drama tapi dalem.",2
TikTok,#kpop,"Sad but comforting, weirdly.",2
YouTube,#kpop,Denger ini langsung hening.,2
YouTube,#kpop,Kayak ada bobot di dada setiap denger beat-nya.,2
YouTube,#kpop,"Aku gak nangis, cuma ada debu… banyak…",2
YouTube,#kpop,Lagu yang paling kelam tapi indah.,2
YouTube,#kpop,Denger ini bikin hati kaya runtuh perlahan. 🫰🏻🫰🏻,2
TikTok,#kpop,Liriknya jujur banget sampai sakit.,2
YouTube,#kpop,Kenapa sedih selalu punya lagu sebagus ini.,2
YouTube,#kpop,Ini kayak soundtrack kehilangan.,2
YouTube,#kpop,Rasa kosongnya nyampe banget.,2
YouTube,#kpop,Lagu ini bikin aku ngaku kalau aku gak baik-baik aja.,2
YouTube,#kpop,"Sedihnya tuh dewasa banget, bukan lebay.",2
YouTube,#kpop,Kayak momen terakhir sama seseorang.,2
YouTube,#kpop,Ini lagu bikin aku diem lama setelah selesai.,2
YouTube,#kpop,Bikin ngerasa sendirian meski lagi rame.,2
YouTube,#kpop,Melownya elegan banget.,2
YouTube,#kpop,Rasanya kayak berusaha kuat padahal rapuh.,2
YouTube,#kpop,"Ini lagu kayak bilang “udah, lepasin aja”.",2
YouTube,#kpop,Pecah banget emosinya emang terbaik member newjeans.,2
YouTube,#kpop,Siapa pun yang bikin ini pasti pernah patah parah.,2
YouTube,#kpop,Air mata turun tanpa izin.,2
YouTube,#kpop,Ini lagu bikin aku inget versi diriku yang hancur.,2
YouTube,#kpop,Sedihnya lembut tapi mematikan.,2
TikTok,#kpop,Cocok buat nangis tanpa suara di kamar gelap.,2
TikTok,#kpop,Makasih sudah bikin lagu yang nyakitin tapi indah.,2
TikTok,#kpop,"Kok lagu ini bikin merinding ya, padahal nggak ada apa-apa.",3
TikTok,#kpop,"Vibes-nya gelap banget, sumpah jadi takut sendiri.",3
YouTube,#kpop,Ada rasa nggak enak tiap denger bagian ini.,3
TikTok,#kpop,Lagu ini kayak soundtrack mimpi buruk.,3
TikTok,#kpop,Entah kenapa aku deg-degan pas dengerin.,3
TikTok,#kpop,Musiknya bikin kayak ada yang ngeliatin.,3
TikTok,#kpop,Ini lagunya serem tapi nagih.,3
TikTok,#kpop,Kok kayak ada bisikan halus di background…,3
YouTube,#kpop,Bait pertama aja udah unsettling.,3
TikTok,#kpop,Jujur takut tapi tetep replay.,3
TikTok,#kpop,Lagu ini berasa kayak masuk lorong gelap sendirian.,3
TikTok,#kpop,Atmosfernya creepy banget.,3
TikTok,#kpop,Suaranya kayak dari jauh tapi deket.,3
TikTok,#kpop,Bikin ngerasa nggak aman.,3
YouTube,#kpop,Vibes-nya kayak film horror kelas atas.,3
TikTok,#kpop,Deg-degan nggak jelas.,3
TikTok,#kpop,Kok bisa ya musik bikin paranoid.,3
TikTok,#kpop,Bagian instrumentalnya sumpah gelap banget.,3
TikTok,#kpop,Ini lagu kayak peringatan sebelum sesuatu terjadi.,3
TikTok,#kpop,Bikin rasa cemas naik tanpa alasan.,3
TikTok,#kpop,Kayak ada tensi yang nggak pernah dilepas.,3
TikTok,#kpop,Lagu ini bikin aku ngerasa sendirian padahal enggak😭,3
TikTok,#kpop,Atmosfernya “bahaya lagi deket” banget.,3
TikTok,#kpop,Bikin bulu kuduk berdiri tiap reff.,3
TikTok,#kpop,Suara penyanyinya haunting parah.,3
TikTok,#kpop,Ini lagu kayak nyeret kamu ke tempat yang gelap.,3
TikTok,#kpop,Jujur ngeri kalau denger di malam hari.,3
TikTok,#kpop,Kayak ada yang bisik-bisik di belakang.,3
TikTok,#kpop,Vibes-nya bad omen.,3
TikTok,#kpop,Musiknya bikin ngerasa kayak ada yang bakal terjadi.,3
TikTok,#kpop,Lagu ini kayak detak jantung pas panik.,3
TikTok,#kpop,Cemas banget dengernya.,3
TikTok,#kpop,Bagian beat drop-nya bikin aku kaget banget.,3
TikTok,#kpop,Kenapa suasananya kayak ancaman gitu.,3
TikTok,#kpop,Lagu ini creepy tapi mahal.,3
TikTok,#kpop,Ini kayak perasaan tidak aman versi musik.,3
TikTok,#kpop,Kerasa gelapnya sampai ke dada.,3
TikTok,#kpop,Kok rasanya kayak ada bayangan lewat.,3
TikTok,#kpop,Lagu ini bikin aku ngedenger suara yang nggak ada.,3
TikTok,#kpop,Instrumental-nya kayak ritual aneh.,3
TikTok,#kpop,Ada sensasi “lari” padahal cuma duduk.,3
TikTok,#kpop,Ketegangannya gak enak tapi nagih.,3
TikTok,#kpop,Ini soundtrack anxiety.,3
TikTok,#kpop,Denger ini malam-malam bukan ide bagus.,3
TikTok,#kpop,Kok suara latarnya kayak langkah kaki.,3
TikTok,#kpop,Vibes-nya kayak dikejar sesuatu.,3
TikTok,#kpop,Lagu yang bikin kamu noleh ke belakang.,3
TikTok,#kpop,Ini lagu bikin ruangan kerasa dingin.,3
TikTok,#kpop,Beneran gak nyaman tapi gak bisa stop.,3
TikTok,#kpop,Kayak nonton thriller yang tegang terus.,3
TikTok,#kpop,Denyutan bass-nya bikin jantung ngikut tegang.,3
TikTok,#kpop,Lagu ini kerasa kayak bahaya pelan-pelan datang.,3
TikTok,#kpop,Vokalnya terlalu tenang sampai serem.,3
TikTok,#kpop,Kayak ada yang berbisik “awas”.,3
TikTok,#kpop,Ini musiknya kayak hujan badai mau datang.  😨,3
TikTok,#kpop,Denger ini pake headset rasa takutnya dua kali lipat.,3
TikTok,#kpop,Seram tapi satisfying.,3
TikTok,#kpop,Kayak masuk rumah kosong yang lampunya mati.,3
TikTok,#kpop,Ada getaran aneh yang bikin ngeri.,3
TikTok,#kpop,Lagu ini bener-bener triggering sense of dread.,3
TikTok,#kpop,Suasananya tegang dari awal sampe akhir.,3
TikTok,#kpop,Bikin aku tahan napas saking takutnya.,3
TikTok,#kpop,Kok bisa lagu sehalus ini kerasa menakutkan.,3
TikTok,#kpop,Ada nada minor yang bikin merinding.,3
TikTok,#kpop,Kayak ada bahaya yang gak kelihatan.,3
TikTok,#kpop,Lagu ini bikin aku ngeliat bayangan gak jelas.,3
TikTok,#kpop,Dejavu serem gara-gara musiknya.,3
TikTok,#kpop,Vibes-nya kayak mimpi buruk yang lambat.,3
TikTok,#kpop,Kok kerasa kayak ruangan jadi kecil.,3
TikTok,#kpop,Ada terror halus di setiap beat serem si.,3
TikTok,#kpop,Denger ini bikin aku cek jendela dulu.,3
TikTok,#kpop,Kayak ada sesuatu di balik pintu.,3
TikTok,#kpop,Lagu ini kayak adegan sebelum jumpscare 😨,3
TikTok,#kpop,Seram tapi aesthetic mantap,3
TikTok,#kpop,Kok dada rasanya sesak ya denger ini.,3
TikTok,#kpop,Kayak lagi jalan sendiri di jalan gelap.,3
TikTok,#kpop,Ini vibesnya survival horror.,3
TikTok,#kpop,Ada gemuruh pelan yang bikin anxious.,3
TikTok,#kpop,Vokalnya spooky level classy.,3
YouTube,#kpop,Lagu ini kayak ancaman yang dibungkus cantik.,3
YouTube,#kpop,Suasana takutnya halus tapi nyata.,3
YouTube,#kpop,Kayak ada yang mengawasi dari jauh.,3
YouTube,#kpop,Bass-nya kerasa kayak langkah berat.,3
YouTube,#kpop,Lagu yang bikin kita gak nyaman tapi ketagihan.,3
YouTube,#kpop,Ada energi gelap yang kuat banget.,3
YouTube,#kpop,Kok mirip soundtrack seseorang hilang.,3
YouTube,#kpop,"Ini lagu tuh kayak senyum yang gak tulus, ngeri.",3
YouTube,#kpop,Reff-nya kayak warning keras.,3
YouTube,#kpop,Aku merinding literally.,3
YouTube,#kpop,Kayak ada yang bisik “jangan lihat ke belakang”.,3
YouTube,#kpop,Sonic atmosphere-nya bikin cemas.,3
YouTube,#kpop,Beneran kerasa kayak apocalypse vibe.,3
TikTok,#kpop,Lagu ini ngebangun rasa takut pelan-pelan.,3
TikTok,#kpop,Instrumental ominous banget.,3
TikTok,#kpop,Kayak alarm bahaya tapi bentuk musik.,3
TikTok,#kpop,Vokal layering-nya spooky parah.,3
TikTok,#kpop,"Ini bukan lagu, ini peringatan.",3
TikTok,#kpop,Langsung noleh kiri kanan pas denger.,3
TikTok,#kpop,Takut banget tapi nggak bisa skip.,3
TikTok,#kpop,Kenapa lagu ini bikin aku ngerasa nggak sendirian.,3
TikTok,#kpop,Lagu ini bikin aku pengen jatuh cinta lagi.,4
TikTok,#kpop,Reff-nya manis banget sampe hati meleleh.,4
TikTok,#kpop,Kayak ada kupu-kupu tiap denger bagian ini.,4
TikTok,#kpop,"Suaranya lembut banget, berasa dipeluk.",4
TikTok,#kpop,Ini lagu kayak lagi ngeliat orang yang kamu suka dari jauh.,4
TikTok,#kpop,"Jujur, kalau ada yang nyanyi ini buat aku, aku langsung luluh.",4
TikTok,#kpop,Romance vibes-nya halus tapi nempel.,4
TikTok,#kpop,Kayak lagi senyum-senyum mikirin seseorang.,4
TikTok,#kpop,Lagu ini tuh hangat banget rasanya.,4
TikTok,#kpop,Bikin ingat orang yang bikin hidup lebih ringan.,4
TikTok,#kpop,Ini versi musik dari “aku suka kamu”.,4
TikTok,#kpop,Romantis tapi elegan banget.,4
TikTok,#kpop,Denger ini langsung pengen gandeng tangan seseorang.,4
TikTok,#kpop,Lagu yang bikin hati penuh.,4
TikTok,#kpop,Lembutnya bikin hati tenang.,4
TikTok,#kpop,Kayak jatuh cinta pertama kali.,4
TikTok,#kpop,Rasanya kayak nunggu pesan dari orang spesial.,4
TikTok,#kpop,Bikin kangen seseorang yang belum tentu tau kita suka dia.,4
TikTok,#kpop,"Manisnya pas banget, nggak lebay.",4
TikTok,#kpop,Ini tipe lagu yang bikin kamu ngaku kalau lagi suka sama orang.,4
TikTok,#kpop,Warm vibes yang bikin hati ngehang.,4
TikTok,#kpop,Setiap liriknya kayak puisi kecil.,4
TikTok,#kpop,Ini lagu cocok banget buat crush moment.,4
TikTok,#kpop,Kayak ada cahaya lembut di dada.,4
TikTok,#kpop,Lagu yang bikin dunia terasa lebih lembut.,4
TikTok,#kpop,Denger ini sambil liat langit = love.,4
TikTok,#kpop,Reff-nya kayak pelukan yang lama.,4
TikTok,#kpop,Lagu yang bisa bikin kamu percaya cinta itu ada.,4
TikTok,#kpop,Vibes-nya sweet tapi dewasa.,4
TikTok,#kpop,Pengen banget ada yang nyanyiin ini buat aku.,4
TikTok,#kpop,Ini lagu kayak senyum malu-malu.,4
TikTok,#kpop,Bikin ingat semua hal kecil yang bikin jatuh cinta.,4
TikTok,#kpop,Musiknya kayak semangat yang pelan tapi manis.,4
TikTok,#kpop,Ini cocok buat nembak seseorang.,4
TikTok,#kpop,Kayak jalan sore sambil pegangan tangan.,4
TikTok,#kpop,Reff-nya bikin hati bergetar.,4
TikTok,#kpop,"Romantisnya bukan maksa, tapi natural.",4
TikTok,#kpop,Ini lagu bikin aku ngerasa dicintai padahal enggak.,4
TikTok,#kpop,Sweet-nya dapet banget.,4
TikTok,#kpop,Cocok buat first date vibe.,4
TikTok,#kpop,Bikin pipi panas sendiri.,4
TikTok,#kpop,Lagu yang terasa kayak “aku milih kamu”.,4
TikTok,#kpop,Ada spark tiap beat-nya.,4
TikTok,#kpop,Kayak ngerasain cinta versi paling lembut.,4
TikTok,#kpop,Cocok banget buat playlist falling in love.,4
TikTok,#kpop,Romantis tapi classy.,4
TikTok,#kpop,Cinta versi slow dan hangat.,4
TikTok,#kpop,Reff-nya kayak pelukan di bahu.,4
YouTube,#kpop,Lagu yang bikin kamu berani ngomong “aku suka kamu”.,4
YouTube,#kpop,Bikin hati berdebar halus.,4
YouTube,#kpop,Ini lagu kayak cerita cinta sederhana tapi indah.,4
YouTube,#kpop,Denger ini sambil senyum gak sadar.,4
YouTube,#kpop,Tipe lagu yang bikin kamu pengen kasih bunga ke seseorang.,4
YouTube,#kpop,Vibes-nya cozy banget.,4
YouTube,#kpop,Sweetness-nya wholesome.,4
YouTube,#kpop,Kayak dua orang saling suka tapi malu ngomong.,4
YouTube,#kpop,Ada cinta di tiap nadanya.,4
YouTube,#kpop,Denger ini sambil bayangin masa depan wkwk.,4
YouTube,#kpop,Ini lagu bikin aku percaya cinta manis itu real.,4
YouTube,#kpop,"Gak tau kenapa, hati aku lembut denger ini.",4
YouTube,#kpop,Kayak pagi cerah bareng orang kamu suka.,4
TikTok,#kpop,Ini tuh cinta yang kalem.,4
TikTok,#kpop,Liriknya bikin hati meleleh pelan.,4
TikTok,#kpop,Cocok buat nari pelan sama pasangan.,4
TikTok,#kpop,"Rasanya hangat banget, kayak selimut.",4
TikTok,#kpop,Ini lagu kayak ketemu tatapan yang bikin gugup.,4
TikTok,#kpop,Romance energy-nya tinggi.,4
TikTok,#kpop,Bikin aku pengen punya love story juga.,4
TikTok,#kpop,Kayak dicintai dengan sabar.,4
TikTok,#kpop,"Lembut banget, gak kuat.",4
TikTok,#kpop,Lagu ini kayak senyum orang yang kamu suka.,4
TikTok,#kpop,Rasanya kayak dipeluk tanpa disentuh.,4
TikTok,#kpop,Manisnya gak ada obat.,4
TikTok,#kpop,Lagu yang cocok buat love confession.,4
TikTok,#kpop,Reff-nya bikin hati melting.,4
TikTok,#kpop,Sweet but mature vibes.,4
TikTok,#kpop,Romantis tapi nggak cringe.,4
TikTok,#kpop,Tiba-tiba pengen nonton sunset bareng seseorang.,4
TikTok,#kpop,Bikin aku inget betapa indahnya jatuh cinta.,4
TikTok,#kpop,Kayak ada cahaya hangat di dada tiap denger ini.,4
TikTok,#kpop,Denger ini bikin hal-hal kecil jadi terasa berarti.,4
TikTok,#kpop,Vokalnya intimate banget.,4
TikTok,#kpop,Ini kalo buat wedding slow dance sih pas banget.,4
TikTok,#kpop,Kayak ngebayangin dipandang dengan penuh sayang.,4
TikTok,#kpop,Bikin hati gemas rasanya.,4
TikTok,#kpop,Ini lagunya cinta yang gentle.,4
TikTok,#kpop,Kayak seseorang bilang “aku sayang kamu” tanpa ngomong.,4
TikTok,#kpop,Bikin perut ada butterfly-nya.,4
TikTok,#kpop,Lagu cinta paling lembut tahun ini.,4
TikTok,#kpop,Vibes-nya kayak hubungan yang sehat dan hangat.,4
TikTok,#kpop,Manisnya deep tapi simple.,4
TikTok,#kpop,Ini lagu kayak navigasi jatuh cinta pelan-pelan.,4
TikTok,#kpop,Cocok buat ngirim ke crush rahasia.,4
TikTok,#kpop,"Aduh, soft banget rasanya.",4
TikTok,#kpop,Bikin pengen nempel sama pasangan semalaman.,4
TikTok,#kpop,Love story vibes 10/10.,4
TikTok,#kpop,"Kalau cinta punya suara, mungkin kayak gini.",4
TikTok,#kpop,Ini lagu bikin hati aku tersenyum.,4
TikTok,#kpop,Kayak dicintai tanpa syarat.,4
TikTok,#kpop,Terima kasih untuk lagu yang bikin aku percaya cinta itu indah.,4
TikTok,#kpop,Lagu ini bikin emosi naik lagi padahal udah tenang.,5
TikTok,#kpop,"Reff-nya marah banget, gue suka.",5
TikTok,#kpop,Vokalnya kerasa kayak teriak dari hati.,5
TikTok,#kpop,Ini lagu cocok buat ngelepas kemarahan yang ditahan.,5
TikTok,#kpop,Beat-nya beneran kayak napas orang lagi kesel.,5
TikTok,#kpop,"Liriknya nusuk banget, nyindir tapi keras.",5
TikTok,#kpop,Lagu yang bikin kamu pengen ngomong: “udah cukup.”,5
TikTok,#kpop,Energinya agresif tapi satisfying.,5
TikTok,#kpop,Bikin inget semua orang yang pernah bikin sakit hati.,5
TikTok,#kpop,"Reff-nya keras banget, kayak mau meledak.",5
TikTok,#kpop,Ini lagu cocok buat marah elegan.,5
TikTok,#kpop,Rasanya kayak ngebuang semua emosi kotor.,5
TikTok,#kpop,Bikin kepalan tangan otomatis kenceng.,5
YouTube,#kpop,Lagu ini kayak pintu terakhir sebelum meledak.,5
YouTube,#kpop,Bass-nya bikin dada panas.,5
YouTube,#kpop,Perfect buat teriak tanpa suara.,5
YouTube,#kpop,Setiap beat-nya kayak nyindir hidup.,5
YouTube,#kpop,Beneran enak buat ngeluarin uneg-uneg.,5
YouTube,#kpop,Lagu ini kerasa kayak “gue capek jadi baik.”,5
YouTube,#kpop,Ada energi memberontak yang enak banget.,5
YouTube,#kpop,Vibes-nya marah tapi stylish.,5
YouTube,#kpop,"Liriknya pedes banget, suka!",5
YouTube,#kpop,Ini lagu kayak akhirnya bilang apa yang selama ini ditahan.,5
TikTok,#kpop,Bikin ingin banting pintu meski cuma dalam pikiran.,5
TikTok,#kpop,"Marahnya bukan teriak, tapi tajam.",5
TikTok,#kpop,Reff-nya kayak pukulan pertama.,5
TikTok,#kpop,Lagu ini ngingetin aku kalau aku punya batas.,5
TikTok,#kpop,Energi dibakar habis-habisan.,5
TikTok,#kpop,Bikin pengen teriak “cukup!” di tengah jalan.,5
TikTok,#kpop,Ini lagu yang bikin kamu sadar kamu pantas marah.,5
TikTok,#kpop,Suaranya kasar tapi powerful.,5
TikTok,#kpop,Berasa kayak melepaskan racun dari dalam hati.,5
TikTok,#kpop,Marah tapi aesthetic banget.,5
TikTok,#kpop,Vibes-nya kayak bersihin luka yang udah lama.,5
TikTok,#kpop,Ada rasa benci yang tertata rapi.,5
TikTok,#kpop,Beat-nya ngedorong emosi keluar.,5
TikTok,#kpop,Bikin aku inget semua pengkhianatan.,5
TikTok,#kpop,Lagu ini kayak tamparan keras buat seseorang.,5
TikTok,#kpop,Energinya berapi-api.,5
TikTok,#kpop,Denger ini pas lagi kesel tuh lega banget.,5
TikTok,#kpop,Ini kayak soundtrack buat move on dengan marah.,5
TikTok,#kpop,"Liriknya bukan sedih, tapi muak.",5
TikTok,#kpop,Reff-nya kayak ngeluarin semua sumpah serapah yang ditahan.,5
TikTok,#kpop,Lagu yang paling jujur tentang rasa kesal.,5
TikTok,#kpop,Bikin aku pengen cabut dari semua orang untuk sementara.,5
TikTok,#kpop,"Ini kemarahan yang rapih, bukan chaos.",5
TikTok,#kpop,Vibes “aku udah muak” banget.,5
TikTok,#kpop,Kayak hati lagi mendidih.,5
TikTok,#kpop,Lagu ini berat tapi melegakan.,5
TikTok,#kpop,Cocok buat nendang hari yang jelek.,5
TikTok,#kpop,Nggak teriak tapi auranya galak.,5
TikTok,#kpop,Liriknya nyindir langsung ke tulang.,5
TikTok,#kpop,Ada energi balas dendam manis di sini.,5
TikTok,#kpop,Lagu ini bikin aku sadar aku deserve better.,5
TikTok,#kpop,"Ini bukan marah biasa, ini marah yang sadar diri.",5
TikTok,#kpop,Beat-nya bikin darah panas.,5
TikTok,#kpop,Vokalnya penuh amarah tapi kontrol.,5
TikTok,#kpop,Bikin pengen ngeblok orang tanpa mikir dua kali.,5
TikTok,#kpop,Ada power yang meledak di setiap notenya.,5
TikTok,#kpop,Ini lagu yang kamu putar pas udah gak tahan.,5
TikTok,#kpop,Auranya gelap tapi kuat banget.,5
TikTok,#kpop,Rasanya kayak ngelepas rantai di dalam diri.,5
TikTok,#kpop,Beneran marah tapi classy.,5
TikTok,#kpop,Ini soundtrack bangkit setelah disakiti.,5
TikTok,#kpop,Bikin pengen smash pillow wkwk.,5
TikTok,#kpop,Lagu ini kayak bilang “gue nggak lagi baik-baik aja.”,5
TikTok,#kpop,Ada dendam manis di tiap liriknya.,5
TikTok,#kpop,Energinya intens tapi satisfying.,5
TikTok,#kpop,Bikin aku sadar kalau marah itu valid.,5
TikTok,#kpop,Suaranya kayak teriakan yang ditahan lama.,5
TikTok,#kpop,Lagu ini kayak buka pintu kemarahan yang terkunci.,5
TikTok,#kpop,Rasa kesalnya tuh raw.,5
TikTok,#kpop,"Ini kayak versi musik dari “udah, stop.”",5
TikTok,#kpop,Burn-out vibes tapi marah.,5
TikTok,#kpop,Denger ini bikin pengen unfollow orang toxic.,5
TikTok,#kpop,Ini kemarahan yang gentle tapi nyata.,5
TikTok,#kpop,Beat drop-nya kayak ledakan kecil.,5
TikTok,#kpop,Seharusnya orang yang bikin lagu ini dipelukan… atau dikasih punching bag.,5
TikTok,#kpop,Ada kemarahan yang dewasa banget.,5
TikTok,#kpop,Vibes “gue udah gak mau ngalah lagi.”,5
TikTok,#kpop,Lagu ini kayak bikin kamu berdiri lagi setelah diinjak.,5
TikTok,#kpop,Reff-nya nyeret emosi keluar semua.,5
TikTok,#kpop,Terasa panas dalam cara yang enak.,5
TikTok,#kpop,Lagu ini intens banget sampe bikin ikutan panas.,5
TikTok,#kpop,Vibes broken tapi jadi kuat.,5
TikTok,#kpop,Bikin semangat buat ninggalin orang toxic.,5
TikTok,#kpop,Ini lagu marah yang punya kelas.,5
TikTok,#kpop,"Kalau marah punya suara, bakal kayak gini.",5
TikTok,#kpop,Liriknya tuh tajam tapi estetis.,5
TikTok,#kpop,Bikin aku pengen bilang “cukup sampai di sini.”,5
TikTok,#kpop,Lagu ini kayak menutup pintu tanpa lihat ke belakang.,5
